Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc
349,4,0.92,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mighty earth rapid response 17 indications deforestation asml concession east kalimantan feb 28 june 28 involving total area 34 ha,False,1,0,0,0,0,1,0,0.01,0.03,0.01,0.02,0.92,0.01
350,4,0.84,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",rainforest action network bumi sama ganda mill bsg received fruit nia yulided bersaudara nyb concessions two weeks november 2022 nyb previously linked deforestation land rights concerns fresh deforestation identified 2022 satellite imagery gar confirmed link working mill achieve 100 traceability plantation,False,1,0,0,0,0,1,0,0.01,0.08,0.02,0.04,0.84,0.02
351,4,0.95,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",deforestation case studies greenpeace final countdown 9 18,False,1,0,0,0,0,1,0,0.0,0.02,0.01,0.01,0.95,0.0
352,5,0.85,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance raised brasil biofuels alleging deforestation human rights violations land conflicts chain reaction research farmlandgrab org published details allegations global witness making additional outreach land conflict allegations hershey contacted direct supplier connected brasil biofuels investigate land clearance land grabbing ultimately placing buy order supplier december 2022,False,1,0,0,0,0,0,1,0.04,0.02,0.04,0.04,0.01,0.85
353,0,0.9,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",summary allegations follows 1 committed discriminatory acts againts labour union members including termination employment witholding bonuses workers associated labour union 2 failed provide pay slips workers 3 forced workers work holidays instances pay 4 discriminated female workers layoffs compensation took place april 2018 female workers age 35 and5 exploits female workers unilaterally increased workloads additional pay,False,1,1,0,0,0,0,0,0.9,0.01,0.03,0.01,0.01,0.03
354,1,0.6,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",extractora la gloria sas planting former hacienda bellacruz today hacienda la gloria occupies 9 000 hectares municipalities la gloria pelaya tamalameque southern cesar department following rules comply following principles principle 1 1 given provide clear sufficient information regarding business principle 2 1 business declared colombian authorities crops planted environmental management plan forest reserve goes national business environmental regulations principle 2 2 property ownership claims areas extractora la gloria grows majority crops called question national international judicial bodies farming communities demanded formalization customary land rights violently denied paramilitary groups principle 2 3 business operations recognized rights farmers displacement victims contravention businesses duty guarantee free prior informed consent regarding land use principle 4 4 installing processing crops extractora la gloria affected cao alonso forest reserve buffer zone singarar el carmen simaa streams principle 5 2 avoided damaging cao alonso forest reserve buffer zone specially protected habitat installing crops reserves environmental buffer zone principle 6 4 neglected claimants despite fact affected business activities refused create negotiation platforms principle 6 13 benefited grave human rights violations vulnerable farmers forcefully displaced illegal armed actors publicly rejected threats intimidations claimants even requested constitutional court lift cautionary measures protecting victims,False,1,0,1,0,0,0,0,0.03,0.6,0.24,0.04,0.04,0.04
355,3,0.99,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",grievance raised kusuma alam sari alas kusuma deforestation peatland development mighty earth rapid response 43 bunge grievance log indicates alas kusuma blocked due connections previous quarter hershey seeking details earthworm foundation engaging suppliers potential connections,False,1,0,0,0,1,0,0,0.0,0.0,0.0,0.99,0.0,0.0
356,2,0.58,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",1 fpic related issues criteria 2 3 6 4 7 6 bas compensate land owned haji soleh hasibuan 25 hectares village labuhan jurung ujung batu julu 7700 rubber trees planted land 2 principle 2breach law 40 2007 perseroan terbatas corporate law 47 2012 corporate social environment responsibility lack corporate social responsibility csr 3 criteria 5 3pt bas polluted danau meluak,False,1,0,0,1,0,0,0,0.03,0.28,0.58,0.04,0.02,0.04
357,4,0.88,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mar rapid response 25 jan 11 feb 24 total 221 ha forest cleared 397 hectares prepared clearance medcopapua hijau selaras concession mphs case continued appear series rapid response reports,False,1,0,0,0,0,1,0,0.01,0.04,0.02,0.04,0.88,0.02
358,3,0.53,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",clearance potential high carbon stock hcs forest peatlands orangutan habitat sawit sumbermas sarana sss,False,1,0,0,0,1,0,0,0.03,0.11,0.05,0.53,0.2,0.08
359,0,0.76,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",labour rights violation sime darby plantation berhad’s operation,False,1,1,0,0,0,0,0,0.76,0.03,0.12,0.02,0.01,0.05
360,2,0.51,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",allegations lack transparency plasma scheme locations tapang tingang village dan kiungkang village sanggau west kalimantan,False,1,0,0,1,0,0,0,0.1,0.11,0.51,0.07,0.03,0.18
361,5,0.63,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance filed industrial chiquibui guatemala national council displaced guatemalans condeg concerns include allegations forced labor wage payment issues raised public letter guatemalan government reckitt currently engaged supplier regarding appropriate response allegations,False,1,0,0,0,0,0,1,0.16,0.04,0.09,0.07,0.02,0.63
362,5,0.72,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance involves allegations forced labor dewa rencana perangin angin indonesia mongabay march 2022 cargill investigated claims direct suppliers concluded violating cargill policy sustainable result cargill suspended dewa rencana perangin angin supply chain effective march 31 2022,False,1,0,0,0,0,0,1,0.1,0.04,0.07,0.06,0.02,0.72
363,5,0.76,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance filed mighty earth musim mas december 2021 alleging environmental non compliance related clearing high carbon stock hcs area upon investigation cargill found musim mas conducted proper hcv hcs assessments 2018 determined area question neither hcv hcs eq assessment confirmed finding noting area displayed qualities consistent scrub forest outside hcs threshold,False,1,0,0,0,0,0,1,0.04,0.04,0.07,0.08,0.02,0.76
364,4,0.95,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",stakeholders gar internal monitoring detected indications ofongoing deforestation wpp concession april 2021,False,1,0,0,0,0,1,0,0.0,0.02,0.01,0.02,0.95,0.01
365,2,0.84,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",1 koperasi koling hapakat use plasma area accordance permission allocated 2 isalleged transfer ownership owned shm sertifikat hak milik koperasi koling hapakat tothe,False,1,0,0,1,0,0,0,0.03,0.05,0.84,0.02,0.01,0.04
366,3,0.92,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",allegations peat clearance social conflict setia agrindo lestari sal partly owned first resources greenpeace final countdown 9 18,False,1,0,0,0,1,0,0,0.01,0.01,0.01,0.92,0.01,0.04
367,0,0.56,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",sms worker head sbpks gsbi labour union dismissed signed open letter european union president indonesia claiming involved environmental damage land grab,False,1,1,0,0,0,0,0,0.56,0.05,0.24,0.04,0.02,0.1
368,4,0.89,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mados holdings sdn bhd conducted land clearing prior hcv assessment approved assessor provides following information according gis data published global forest watch 291 ha identified tree cover loss within 6 madoss holdings sdn bhd estates 2016 2017 prior ratification p c 2018 according gis data published global forest watch 230 ha identified tree cover loss within 6 madoss holding sdn bhd estates 2018 ratification p c 2018,False,1,0,0,0,0,1,0,0.01,0.04,0.02,0.04,0.89,0.01
369,2,0.6,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",land conflict artha prigel subsidiary bukit barisan indah prima resulted death two members,False,1,0,0,1,0,0,0,0.2,0.07,0.6,0.04,0.02,0.09
370,2,0.87,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",complainants agroup small holders independent farmers costa rica allege member palma tica sa breached criterion 1 1 commitment transparency say despite sending lettersent december15 2015 palmatica asking share results audit failed ii allege palma tica sa breached criterion 6 10 growers mills deal fairly transparently smallholder local businesses complaints results form allegations change purchase mechanism ffb last 17 years payment mechanism outdated transparent stated removal discretionary bonus replacement bono solidario bono done transparently address situation purchase price ffb,False,1,0,0,1,0,0,0,0.02,0.05,0.87,0.02,0.01,0.03
371,2,0.72,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",acquisition collingwood plantation pte ltd kuala lumpur kepong bhdis breach national laws papua new guinea land question property collingwood bay communities claiming customary ownership said land,False,1,0,0,1,0,0,0,0.07,0.11,0.72,0.03,0.02,0.04
372,3,0.9,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",kencana alam permai accused deforestation peatland development mighty earth rapid response 37 gar engagement dsn revealed local communities responsible land clearance farming area yet controlled kap verification reports available gar grievance log,False,1,0,0,0,1,0,0,0.01,0.03,0.02,0.9,0.02,0.03
373,2,0.67,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",brought forward issue fraudulent land title claimed land fraudulently sold cousin agro muara rupit subsidiary sipef,False,1,0,0,1,0,0,0,0.07,0.15,0.67,0.04,0.03,0.05
374,3,0.78,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",mighty earth deforestation mulia sawit april leading hershey issue buy order initially thought disconnected hershey supply chain mill list later indicated possible connection aak aak subsequently confirmed mulia sawit supply chain,False,1,0,0,0,1,0,0,0.01,0.07,0.03,0.78,0.04,0.06
375,1,0.44,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",golden veroleum liberia provided public notification 30 day consistent new planting procedures ii commenced land preparation new planting infrastructure developmentprior expiry minimum 30 day iii conducted comprehensive participatory independent social environmental impact assessment area concerned incorporate results relevant action plans see criteria 5 1 6 1 7 1 7 4 including identification primary forest b area required maintain c enhance one high conservation values hcvs local peoples land iv clearing land free prior informed consent customary land owners represented representative organizations choice p c 2 2 2 3 7 5 7 6 complaints panel panel reviewed evidence preliminary findings panel issue related butaw refer cp decision september 2015 closed monitoring status,False,2,0,1,1,0,0,0,0.04,0.44,0.4,0.04,0.04,0.04
376,2,0.45,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",grievance filed friends earth walhi astra agro lestari aal indonesia alleging land conflicts related operations case involves disputed land rights aal claims obtained proper rights cultivate hgu 1997 communities contest claims aal commissioned independent investigations developed human rights due diligence strategy published action plan though stakeholders like foe rejected verification,False,2,1,0,1,0,0,0,0.25,0.08,0.45,0.05,0.02,0.15
377,4,0.93,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mighty earth rapid response indication deforestation bpj total 10 ha 17 jan 4 aug,False,1,0,0,0,0,1,0,0.0,0.03,0.01,0.02,0.93,0.01
378,4,0.61,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",deforestation gerbang benua raya linked supplier abdi budi mulia abm,False,1,0,0,0,0,1,0,0.02,0.17,0.05,0.12,0.61,0.04
379,4,0.94,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mighty earth rapid response 22 indications 136 ha deforestation june 23 nov 21 inside agro sarimas indonesia concession,False,1,0,0,0,0,1,0,0.0,0.02,0.01,0.01,0.94,0.01
380,2,0.96,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",allegations sumber hasil prima sinar sawit andalanhas failed share communities effective plans development started land clearing works hak guna usaha communities disputing right lands concessions charging proper fpic process used child labour developing plantations remarksrspo meeting good hope 16 july 2014 discuss action plan member promised comply documents activites end august member submitted progress related documents 16 september 2014 complaint coordinator review wait response,False,1,0,0,1,0,0,0,0.01,0.01,0.96,0.0,0.0,0.01
381,5,0.66,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",mighty earth filed grievance jhonlin october 2018 deforestation activities result unsatisfactory progress grievance engagements ndpe deforestation peat exploitation implementation cargill stopped indirect sourcing jhonlin june cargill may consider engagement jhonlin demonstrates significant progress addressing allegations,False,1,0,0,0,0,0,1,0.03,0.04,0.04,0.2,0.02,0.66
382,2,0.98,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",complaint damaged road sumber indah perkasa sip,False,1,0,0,1,0,0,0,0.0,0.01,0.98,0.0,0.0,0.0
383,2,0.57,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",notification nabire barus npp website triggered joint objections environmental investigation agency eia forest peoples programme fpp greenpeace pusaka critiquing poor quality hcv assessment amongst others complaints panel received official letter secretariat basis general assembly 12 resolution 6 h requires secretariat monitor members adherence required procedures members omit submitting npp notifications clearing lands complaints panel complaints panel within mandate deliberated case basis,False,1,0,0,1,0,0,0,0.04,0.25,0.57,0.05,0.03,0.06
384,4,0.8,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",customer line internal monitoring detected indications 160 ha deforestation inside anugerah niaga sawindo concession jan jul ans owned managed anugerah langkat makmur later detected indications recent deforestation peat clearance another alm groupi e sekar arum setyo abadi,False,1,0,0,0,0,1,0,0.01,0.06,0.02,0.07,0.8,0.02
385,1,0.62,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",early november greenpeace published burning house palmina utama julong named gar supplier identified civil action related fire incidents,False,1,0,1,0,0,0,0,0.03,0.62,0.09,0.06,0.16,0.04
386,1,0.93,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",result revocation forest relinquishment decree 2008 decree june 2012 area local government hati prima agros permit license validity legality called question subsequently issuance wood utilization license ipk ud karya budi kotawaringin timur forestry agency antang kalang kotawaringin timur district central kalimantan inaccordance national laws indonesia status court case 4 december 2012 examining legal facts found court hearing session palangkaraya state administrative court ruled following revocation location permit ijin lokasi head kotawaringin timur regents decree 525 26 342 ek sda vi 2012 dated 21 june 2012 revoked prinsip arahan lokasi principle license ijin lokasi location permit ijin usaha perkebunan plantation business license void ii declared 2008 decree revocation ministry forestry sk 51 menhut ii 08 dated 11 march 2008 revoked ministry forestrys decree 186 kpts ii 2000 dated 29 june 2000 relinquishment part forestry area sungai mentaya void iii ordered head regency kotawaringin timur revoke revocation location permitiv ordered indonesian ministry forestry revoke 2008 decree revocation,False,1,0,1,0,0,0,0,0.01,0.93,0.03,0.02,0.01,0.01
387,5,0.99,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance filed yayasan pelajaran johor january 2021 deforestation cargill indirect supplier relationship organization reached direct suppliers information land clearing direct supplier currently investigating allegations,False,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.99
388,5,0.94,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance filed august mighty earth amanah saham pahang deforestation complaint suggests mills cargill supply chain sourcing fresh fruit bunches ffb amanah saham pahang plantations cargill investigating allegations amanah saham pahang since established ndpe policy committed moratorium new planting,False,1,0,0,0,0,0,1,0.01,0.01,0.01,0.03,0.0,0.94
389,2,0.95,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",following initial diagnosis process allegations accepted complaint follows 1 commenced process request water concession corpamag autonomous corporation magdalena asked technical reports facilitate aforementioned request however filed request directly corpamag sending 2 followed request technical complete 2nd step corpamag insisted sending technical directly corpamag refused due lack trust upon receiving reviewing intentionally omitted draw water canal favors neighboring crop 3 disagreements plantation boundaries complainants ex husbands plantation land dispute alerted issue receive response take action resolve land dispute even informed 4 harassed intimidated sought explanation resolution,False,1,0,0,1,0,0,0,0.02,0.02,0.95,0.01,0.0,0.01
390,3,0.6,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",despite member promoting free products via labeling packaging tv commercials ferrero stated 1 evidence provided ferrero ignored 2 casino promoting sans palmhuille products promote sustainable promoting products required code conduct 3 casino denigrates general offering environmental nutritional perspective makes effort differentiate conventional sustainable effects denigrates general affecting use sustainable promoting products done nothing promote products 4 decision based premise thatan rspomember choose whether commit code conduct depends whether involves food product non food product supported rules 5 casinos advertisement clearly says casino goes fundamental raison detre rspos existence taken whole decision espo contradicts code conduct members 6 final decision contradicts preliminary decision,False,1,0,0,0,1,0,0,0.03,0.05,0.05,0.6,0.04,0.22
391,3,0.41,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",mighty earth rapid response 22 indications 948 ha peat forest development sep 6 nov 13 inside damai agro sejahtera concession,False,2,0,0,0,1,1,0,0.03,0.12,0.06,0.41,0.31,0.08
392,3,0.42,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",mighty earth rapid response 42 peat deforestation alam sari lestari concession riau indonesia according starling analysis canal blocking occurred 2016 industrial scale clearance plantation expansion peat beginning 2021 accelerating 2023 multiple including first resources wilmar apical fuji bunge suspended mentari response,False,2,0,0,0,1,1,0,0.03,0.13,0.06,0.42,0.3,0.08
393,4,0.85,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mighty earth rapid response 14 april total forest area 33 ha cleared total area 99 ha prepared clearance arjuna utama sawit concession central kalimantan deforestation allegations two namely khatulistiwa agro abadi borneo international anugerah said linked aus rapid response 40 july 2022,False,1,0,0,0,0,1,0,0.01,0.05,0.02,0.04,0.85,0.02
394,5,0.84,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",mighty earth raised grievance asam jawa musirawas deforestation march cargill impacted sourcing phg engaged grievance supplier subsequently suspended direct suppliers longer cargill supply chain cargill adopting buy position,False,1,0,0,0,0,0,1,0.03,0.02,0.03,0.06,0.01,0.84
395,2,0.84,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",allegations hcs clearance concession owned varia mitra andalan vma subsidiary eagle high plantation eh,False,1,0,0,1,0,0,0,0.06,0.04,0.84,0.02,0.01,0.03
396,0,0.97,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",violates fundamental labour rights employees bad work conditions unjustified dismissals mistreatment false unfounded suspicions uses retaliation farm workers human rights defenders uses figure blacklist designate employees rehired uses organic fertilizer generates pestilent odour flies affecting communities,False,1,1,0,0,0,0,0,0.97,0.0,0.01,0.0,0.0,0.01
397,0,0.95,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",greenpeace 3rd alert bulletin felda global ventures fgv cleared natural forest peat taa violated malaysian labour law exploited workers greenpeace final countdown 9 18,False,1,1,0,0,0,0,0,0.95,0.01,0.02,0.01,0.0,0.01
398,3,0.86,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",banyan tumbuh lestari mighty earth deforestation peatland development hershey connections provident h1 2023 longer shows connections h2 2023 provident agro indicated sold subsidiaries including banyan tumbuh lestari 2021,False,1,0,0,0,1,0,0,0.01,0.04,0.02,0.86,0.03,0.04
399,3,0.43,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",eof issued alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,2,0,0,0,1,0,1,0.06,0.07,0.07,0.43,0.06,0.31
400,3,0.54,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",sourcing non compliant ffb aspirasi kristal sdn bhd,False,1,0,0,0,1,0,0,0.05,0.08,0.06,0.54,0.08,0.19
401,1,0.84,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,1,0,1,0,0,0,0,0.01,0.84,0.06,0.04,0.03,0.02
402,4,0.72,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",may 4 ran published titled exposed elephant habitat leuser ecosystem fresh attack indo alam repeatedly exposed deforestation,False,1,0,0,0,0,1,0,0.02,0.14,0.04,0.05,0.72,0.03
403,2,0.74,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",conducted land clearing planting construction concession boundary road beyond boundaries set plantation business license izin usaha perkebunan iup right cultivate land title hak guna usaha hgu,False,1,0,0,1,0,0,0,0.04,0.13,0.74,0.03,0.02,0.03
404,0,0.86,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",involvement labour right issues mopoli raya,False,1,1,0,0,0,0,0,0.86,0.02,0.07,0.01,0.01,0.03
405,5,0.34,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",forest peoples programme fpp filed grievance first resources fap agri caa alleging part corporate owned fangiono family grievance claims large scale deforestation workers rights violations land grabbing causing social conflicts indonesia case linked complaint 2021 04 en april 2021 first resources potentially facing suspension complaint upheld,False,2,0,0,1,0,0,1,0.22,0.08,0.26,0.07,0.03,0.34
406,3,0.43,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",eof issued alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,2,0,0,0,1,0,1,0.06,0.08,0.07,0.43,0.06,0.3
407,4,0.5,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",dec 2022 eia published worst deforesters 2022 supplying major international permata sawit mandiri sawit sukses sejati deforesters said gar supply chain thru gar suppliers e bumitama rimba mujur mahkota pasifik agro sikarakara mill link,False,1,0,0,0,0,1,0,0.02,0.26,0.06,0.11,0.5,0.04
408,3,0.61,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",clearance potential high carbon stock hcs forest kencana agri potential forest clearance impacts biodiversity,False,1,0,0,0,1,0,0,0.03,0.09,0.05,0.61,0.14,0.08
409,0,0.8,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",liberty shared submitted petition sime darby plantation berhad alleging forced labor child labor malaysia operations case escalated us customs border protection issued withhold release order sime darby products sime darby implemented governance changes external assessments cbp eventually lifted restrictions leading cargill resume business sime darby february 2023,False,1,1,0,0,0,0,0,0.8,0.03,0.1,0.02,0.01,0.04
410,5,0.67,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",greenpeace raised grievance gama ganda associated deforestation indonesia june 2018 cargill initially clarified indirectly linked wilmar ceased sourcing june 16 2021 cargill lifted suspension kpn formerly gama demonstrated commitment cargill sustainable policy establishing ndpe policy implementing sustainability action plan conducting responsibility studies committing regular progress reporting,False,1,0,0,0,0,0,1,0.03,0.04,0.04,0.2,0.02,0.67
411,4,0.84,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mighty earth rapid response 34 november may 2021 total 58 hectares forest cleared tandan sawita papua concession,False,1,0,0,0,0,1,0,0.01,0.06,0.03,0.04,0.84,0.02
412,4,0.5,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",dec 2022 eia published worst deforesters 2022 supplying major international permata sawit mandiri sawit sukses sejati deforesters said gar supply chain thru gar suppliers e bumitama rimba mujur mahkota pasifik agro sikarakara mill link,False,1,0,0,0,0,1,0,0.02,0.26,0.06,0.12,0.5,0.04
413,5,0.72,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance filed grupo hame guatemala december 14 2015 involving accusations human rights violations environmental degradation cargill taken several actions response including changing contract terms supplier requiring monitoring implementation action plan working repsa part grupo hame address various issues including engagement labor practices resolution past incidents regular monitoring implementation plans continues,False,1,0,0,0,0,0,1,0.11,0.04,0.07,0.06,0.02,0.72
414,0,0.88,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",unjustifiably dismissed workers deceiving resigning promise rehired pay dismissed workers full amount compensation early termination contract breaching mexican federal labour law bribed authorities obtain parcel certificate national agrarian registry ran required mexican law falsified information regarding land ownership order use evidence avoid imposition non conformities audits andthe crude stored tanks receive maintenance therefore mexican legislation regulating matter complied,False,1,1,0,0,0,0,0,0.88,0.02,0.04,0.02,0.01,0.04
415,4,0.91,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",gar found indication deforestation internal monitoring process mip part widya corp east kalimantan later mighty earth rapid response reports brought issue,False,1,0,0,0,0,1,0,0.01,0.03,0.01,0.03,0.91,0.01
416,0,0.93,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",according reuters migrant rights activist andy hall told reuters petitioned cbp concerns forced labour indications ioi operations workers hall confirmed cbp responded may letter saying reviewed petition found sufficient open investigation reuters seen letter cbp hall concerns relate payment deposits workers reimbursement workers recruitment fees need ethical low cost recruitment process foreign workers hall said subsequently another organization finnwatch published ioi entitled,False,1,1,0,0,0,0,0,0.93,0.01,0.02,0.01,0.0,0.02
417,2,0.69,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",synopsis according enquiry national hak tanah malaysia conducted suhakam state government given 1260 acres land dusun begahak 1981 time land alienated felda development raised issue felda right develop land return land originally belonged stated cemetery area developed felda felda enclaved 916 acres said land gave back 25th may 1982 planted fruits crops land received evidence sides evidence needs scrutinised investigated,False,1,0,0,1,0,0,0,0.05,0.16,0.69,0.03,0.03,0.04
418,4,0.68,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",allegations sisirau cleared forest habitat orangutans plantation leading starvation primates sisirau submitted progress 24 july actions completed according timeline including comply compensation process input progress sent sisirau waiting response,False,1,0,0,0,0,1,0,0.02,0.17,0.04,0.06,0.68,0.03
419,5,0.68,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance filed east new britain resources enb tobar gilford alleging large scale deforestation human rights abuses corruption police violence communities violation fpic child labor worker health safety failures tax evasion complaint submitted july 10 2021 global witness channel 4 news itn reckitt confirmed sourcing implicated mill 2023 continue monitoring progress ngo engagement,False,1,0,0,0,0,0,1,0.1,0.04,0.1,0.06,0.02,0.68
420,2,0.99,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",following actions remarksownership investigation lido wana hijau semesta ongoing,False,1,0,0,1,0,0,0,0.0,0.0,0.99,0.0,0.0,0.0
421,4,0.86,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mighty earth rapid response 14 jan 9 feb total area 62 ha forest cleared prakarsa tani sejati pts concession west kalimantan,False,1,0,0,0,0,1,0,0.01,0.05,0.02,0.04,0.86,0.02
422,1,0.61,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",chain reaction research fire damage gar concessions agro lestari mandiri amnl west kalimantan,False,1,0,1,0,0,0,0,0.02,0.61,0.08,0.06,0.18,0.04
